ref_id,chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
81C95C4E-2910-4B01-A9AA-FD8735C4690A,AAL,2021-02-05,22.0000,call,buy,2021-01-29T18:53:52.548000Z,debit,1.00000,limit,,short_call,0.30000000,1.00000
D2A503AC-065E-4E67-90C4-540690AF1B0C,AAL,2021-02-05,22.0000,call,sell,2021-01-29T14:35:23.567423Z,credit,1.00000,limit,short_call,,0.80000000,1.00000
DE06B175-827A-42D9-AB1B-14794377BC87,CRSR,2021-02-19,35.0000,put,sell,2021-01-28T16:03:54.528826Z,credit,1.00000,limit,short_put,,4.25000000,1.00000
CE8D326E-B6BF-415D-A1B1-410AE6EC00C4,FUBO,2021-02-05,35.0000,put,sell,2021-01-26T20:23:26.372415Z,credit,1.00000,limit,short_put,,1.40000000,1.00000
1D7797F6-A7B7-4F14-8F78-B64706222044,FUBO,2021-01-29,30.0000,put,buy,2021-01-26T20:22:23.327915Z,debit,1.00000,limit,,short_put,0.10000000,1.00000
0b52590a-a600-4d76-bd5e-f59cfe60a5c9,QS,2021-01-29,45.0000,put,sell,2021-01-25T16:13:56.521057Z,credit,1.00000,limit,short_put,,1.75000000,1.00000
38BFA748-B61F-4DE0-AF39-83FA975DE7CD,BB,2021-02-05,12.5000,put,sell,2021-01-25T14:54:43.662983Z,credit,1.00000,limit,short_put,,1.04000000,1.00000
8A3EFA2C-04FD-4E32-A21E-AF080940CE21,BB,2021-01-29,14.0000,put,sell,2021-01-25T14:42:22.141027Z,credit,1.00000,limit,short_put,,0.80000000,1.00000
BC6A6B7A-C750-4EF3-AA1E-9610535D12D8,BB,2021-01-29,14.0000,put,sell,2021-01-25T14:39:04.539712Z,credit,1.00000,limit,short_put,,0.61000000,1.00000
4AA51C3E-5E9F-4346-B884-D092E18825EC,PLTR,2021-01-29,25.0000,put,buy,2021-01-25T14:32:56.508749Z,debit,1.00000,limit,,short_put,0.07000000,1.00000
e738a6d9-4f86-462c-bd6b-0ff2c962cc9c,AMC,2021-02-05,2.0000,put,sell,2021-01-22T17:49:49.079893Z,credit,10.00000,limit,short_put,,0.05000000,10.00000
1FE9CAC6-AE44-4DDD-98B5-6CAC6A6BB62E,FUBO,2021-01-29,30.0000,put,sell,2021-01-21T15:20:24.525158Z,credit,1.00000,limit,short_put,,1.16000000,1.00000
305BFB81-6D94-4C01-8CB9-F2013A954A16,FUBO,2021-01-22,30.0000,put,buy,2021-01-21T15:17:40.489188Z,debit,2.00000,limit,,short_put,0.17000000,2.00000
7A1D1B31-E02B-475C-B3B1-E79B06A41F37,FUBO,2021-01-22,30.0000,put,sell,2021-01-20T14:44:57.002118Z,credit,2.00000,limit,short_put,,1.01000000,2.00000
bac28fa2-2522-4974-8cea-c5fc39cb02dd,AMC,2021-01-22,2.5000,put,sell,2021-01-19T16:15:54.577933Z,credit,5.00000,limit,short_put,,0.09000000,5.00000
4B5FA55A-17B0-41CE-87DB-3D0155E8654B,PLTR,2021-01-29,25.0000,put,sell,2021-01-19T15:18:46.877462Z,credit,1.00000,limit,short_put,,1.04000000,1.00000
268ec121-df67-4561-8a94-acdf262d53ff,CRSR,2021-02-19,35.0000,put,sell,2021-01-17T22:23:05.785706Z,credit,1.00000,limit,short_put,,3.30000000,1.00000
2B048C75-0013-44C8-AB8C-384B065F250C,GME,2021-01-15,23.5000,put,sell,2021-01-14T15:12:15.265873Z,credit,1.00000,limit,short_put,,0.21000000,1.00000
8AFA6EDE-4A73-4A7C-A90E-BA66588469EB,GME,2021-01-15,26.0000,put,sell,2021-01-14T15:08:25.855819Z,credit,1.00000,limit,short_put,,0.48000000,1.00000
99EFC7DB-885A-4407-8409-F886165CA283,TWTR,2021-01-15,47.0000,put,buy,2021-01-14T15:05:16.222618Z,debit,1.00000,limit,,short_put,0.71000000,1.00000
41C1B804-E6B5-4C5D-BDDF-3C9C15458E4F,AMC,2021-01-22,2.0000,put,sell,2021-01-14T14:39:32.122292Z,credit,5.00000,limit,short_put,,0.10000000,5.00000
829A2F78-84E7-498A-A6DB-368B4904BF7C,BLNK,2021-01-15,42.5000,put,sell,2021-01-13T14:44:06.407199Z,credit,1.00000,limit,short_put,,0.55000000,1.00000
C8ADACE8-5379-4597-9EB8-5E61D853DDFF,CRSR,2021-01-15,35.0000,put,buy,2021-01-13T14:42:45.801695Z,debit,1.00000,limit,,short_put,0.06000000,1.00000
